id,algo,vertices,layer,fan,disRate,percNeg,cpMult,effort,time
1319,HS,50,5,2,20,40,1,490,"0,00598216057"
1320,RS,50,5,2,20,40,1,1594,"0,01295924187"
1321,SAA,50,5,2,20,40,2,514,"0,00299263000"
1322,HS,50,5,2,20,40,2,288,"0,00099754333"
1323,RS,50,5,2,20,40,2,542,"0,00299215317"
1324,SAA,50,5,2,20,40,2,1025,"0,00698328018"
1325,HS,50,5,2,20,40,2,827,"0,00298643112"
1326,RS,50,5,2,20,40,2,1998,"0,01396179199"
1327,SAA,50,5,2,20,40,2,524,"0,00153160095"
1328,HS,50,5,2,20,40,2,338,"0,00000000000"
1329,RS,50,5,2,20,40,2,911,"0,00000000000"
1330,SAA,50,5,2,20,40,2,322,"0,00000000000"
1331,HS,50,5,2,20,40,2,177,"0,00000000000"
1332,RS,50,5,2,20,40,2,364,"0,00099754333"
1333,SAA,50,5,2,20,40,2,1102,"0,00704765320"
1334,HS,50,5,2,20,40,2,728,"0,00000000000"
1335,RS,50,5,2,20,40,2,1936,"0,00000000000"
1336,SAA,50,5,2,20,40,2,1250,"0,00214529037"
1337,HS,50,5,2,20,40,2,848,"0,00000000000"
1338,RS,50,5,2,20,40,2,1571,"0,01561975479"
1339,SAA,50,5,2,20,40,2,971,"0,00000000000"
1340,HS,50,5,2,20,40,2,694,"0,00000000000"
1341,RS,50,5,2,20,40,2,1721,"0,00000000000"
1342,SAA,50,5,2,20,40,2,598,"0,00000000000"
1343,HS,50,5,2,20,40,2,405,"0,00000000000"
1344,RS,50,5,2,20,40,2,1364,"0,00000000000"
1345,SAA,50,5,2,20,40,2,931,"0,00000000000"
1346,HS,50,5,2,20,40,2,679,"0,00000000000"
1347,RS,50,5,2,20,40,2,1062,"0,01562333107"
1348,SAA,50,5,2,20,40,2,912,"0,00000000000"
1349,HS,50,5,2,20,40,2,658,"0,01924657822"
1350,RS,50,5,2,20,40,2,991,"0,00594949722"
1351,SAA,50,5,2,20,60,1,1170,"0,00698065758"
1352,HS,50,5,2,20,60,1,1061,"0,00299167633"
1353,RS,50,5,2,20,60,1,2816,"0,01296591759"
1354,SAA,50,5,2,20,60,1,840,"0,00602126122"
1355,HS,50,5,2,20,60,1,644,"0,00199794769"
1356,RS,50,5,2,20,60,1,1130,"0,00694274902"
1357,SAA,50,5,2,20,60,1,1487,"0,00997352600"
1358,HS,50,5,2,20,60,1,1172,"0,00698041916"
1359,RS,50,5,2,20,60,1,2837,"0,01599717140"
1360,SAA,50,5,2,20,60,1,1006,"0,00398945808"
1361,HS,50,5,2,20,60,1,886,"0,00395298004"
1362,RS,50,5,2,20,60,1,2049,"0,01396250725"
1363,SAA,50,5,2,20,60,1,1153,"0,00997304916"
1364,HS,50,5,2,20,60,1,793,"0,00299263000"
1365,RS,50,5,2,20,60,1,2327,"0,01296472549"
1366,SAA,50,5,2,20,60,1,1429,"0,00894069672"
1367,HS,50,5,2,20,60,1,1053,"0,00797915459"
1368,RS,50,5,2,20,60,1,2042,"0,00897741318"
1369,SAA,50,5,2,20,60,1,1752,"0,01096963882"
1370,HS,50,5,2,20,60,1,1551,"0,00698137283"
1371,RS,50,5,2,20,60,1,3710,"0,02093958855"
1372,SAA,50,5,2,20,60,1,1261,"0,00602030754"
1373,HS,50,5,2,20,60,1,1084,"0,00399065018"
1374,RS,50,5,2,20,60,1,2376,"0,01300001144"
1375,SAA,50,5,2,20,60,1,1371,"0,00598764420"
1376,HS,50,5,2,20,60,1,1125,"0,00498676300"
1377,RS,50,5,2,20,60,1,1931,"0,01296496391"
1378,SAA,50,5,2,20,60,1,1605,"0,00712847710"
1379,HS,50,5,2,20,60,1,1423,"0,00000000000"
1380,RS,50,5,2,20,60,1,4009,"0,03124189377"
1381,SAA,50,5,2,20,60,2,1438,"0,00000000000"
1382,HS,50,5,2,20,60,2,1223,"0,01558876038"
1383,RS,50,5,2,20,60,2,3146,"0,01562023163"
1384,SAA,50,5,2,20,60,2,1145,"0,00000000000"
1385,HS,50,5,2,20,60,2,933,"0,00000000000"
1386,RS,50,5,2,20,60,2,1587,"0,01561713219"
1387,SAA,50,5,2,20,60,2,1024,"0,00000000000"
1388,HS,50,5,2,20,60,2,859,"0,01562261581"
1389,RS,50,5,2,20,60,2,2311,"0,00654268265"
1390,SAA,50,5,2,20,60,2,1077,"0,01565909386"
1391,HS,50,5,2,20,60,2,873,"0,00000000000"
1392,RS,50,5,2,20,60,2,3782,"0,01978683472"
1393,SAA,50,5,2,20,60,2,1078,"0,00701594353"
1394,HS,50,5,2,20,60,2,911,"0,00106787682"
1395,RS,50,5,2,20,60,2,1979,"0,01562380791"
1396,SAA,50,5,2,20,60,2,882,"0,00000000000"
1397,HS,50,5,2,20,60,2,684,"0,01566672325"
1398,RS,50,5,2,20,60,2,1473,"0,01562047005"
1399,SAA,50,5,2,20,60,2,1487,"0,00000000000"
1400,HS,50,5,2,20,60,2,1154,"0,00000000000"
1401,RS,50,5,2,20,60,2,5775,"0,03128433228"
1402,SAA,50,5,2,20,60,2,1426,"0,00000000000"
1403,HS,50,5,2,20,60,2,1163,"0,00000000000"
1404,RS,50,5,2,20,60,2,3444,"0,01566314697"
1405,SAA,50,5,2,20,60,2,838,"0,00000000000"
1406,HS,50,5,2,20,60,2,719,"0,00505781174"
1407,RS,50,5,2,20,60,2,1147,"0,00598859787"
1408,SAA,50,5,2,20,60,2,1147,"0,00997018814"
1409,HS,50,5,2,20,60,2,1049,"0,01096963882"
1410,RS,50,5,2,20,60,2,3395,"0,03452730179"
1411,SAA,50,5,2,20,80,1,1526,"0,00902462006"
1412,HS,50,5,2,20,80,1,1360,"0,00398921967"
1413,RS,50,5,2,20,80,1,3097,"0,01562285423"
1414,SAA,50,5,2,20,80,1,1985,"0,00000000000"
1415,HS,50,5,2,20,80,1,1826,"0,00860500336"
1416,RS,50,5,2,20,80,1,5008,"0,02692985535"
1417,SAA,50,5,2,20,80,1,1638,"0,00697994232"
1418,HS,50,5,2,20,80,1,1463,"0,00000000000"
1419,RS,50,5,2,20,80,1,2916,"0,02212905884"
1420,SAA,50,5,2,20,80,1,1590,"0,00000000000"
1421,HS,50,5,2,20,80,1,1426,"0,00000000000"
1422,RS,50,5,2,20,80,1,4588,"0,04050874710"
1423,SAA,50,5,2,20,80,1,1513,"0,00000000000"
1424,HS,50,5,2,20,80,1,1249,"0,00398826599"
1425,RS,50,5,2,20,80,1,3715,"0,01565957069"
1426,SAA,50,5,2,20,80,1,1501,"0,01563167572"
1427,HS,50,5,2,20,80,1,1344,"0,00000000000"
1428,RS,50,5,2,20,80,1,2483,"0,01562166214"
1429,SAA,50,5,2,20,80,1,1538,"0,01558303833"
1430,HS,50,5,2,20,80,1,1440,"0,00695300102"
1431,RS,50,5,2,20,80,1,2867,"0,01562404633"
1432,SAA,50,5,2,20,80,1,1571,"0,01562213898"
1433,HS,50,5,2,20,80,1,1340,"0,02085781097"
1434,RS,50,5,2,20,80,1,3929,"0,01894545555"
1435,SAA,50,5,2,20,80,1,1690,"0,00697994232"
1436,HS,50,5,2,20,80,1,1589,"0,00498437881"
1437,RS,50,5,2,20,80,1,3126,"0,01994514465"
1438,SAA,50,5,2,20,80,1,2043,"0,00997257233"
1439,HS,50,5,2,20,80,1,1691,"0,00000000000"
1440,RS,50,5,2,20,80,1,7813,"0,04689836502"
1441,SAA,50,5,2,20,80,2,1588,"0,00000000000"
1442,HS,50,5,2,20,80,2,1253,"0,00000000000"
1443,RS,50,5,2,20,80,2,2984,"0,03120470047"
1444,SAA,50,5,2,20,80,2,1567,"0,01561975479"
1445,HS,50,5,2,20,80,2,1406,"0,00000000000"
1446,RS,50,5,2,20,80,2,3209,"0,03775858879"
1447,SAA,50,5,2,20,80,2,1496,"0,01562047005"
1448,HS,50,5,2,20,80,2,1308,"0,01364064217"
1449,RS,50,5,2,20,80,2,3880,"0,03091526031"
1450,SAA,50,5,2,20,80,2,1803,"0,00698041916"
1451,HS,50,5,2,20,80,2,1637,"0,00997519493"
1452,RS,50,5,2,20,80,2,5753,"0,04288530350"
1453,SAA,50,5,2,20,80,2,1734,"0,00207662582"
1454,HS,50,5,2,20,80,2,1575,"0,01695418358"
1455,RS,50,5,2,20,80,2,5585,"0,04787158966"
1456,SAA,50,5,2,20,80,2,1677,"0,01396250725"
1457,HS,50,5,2,20,80,2,1518,"0,01429438591"
1458,RS,50,5,2,20,80,2,4276,"0,05285859108"
1459,SAA,50,5,2,20,80,2,1652,"0,01894688606"
1460,HS,50,5,2,20,80,2,1499,"0,01562094688"
1461,RS,50,5,2,20,80,2,6613,"0,05541157722"
1462,SAA,50,5,2,20,80,2,1649,"0,01196599007"
1463,HS,50,5,2,20,80,2,1489,"0,00997424126"
1464,RS,50,5,2,20,80,2,2674,"0,04288458824"
1465,SAA,50,5,2,20,80,2,1636,"0,00997328758"
1466,HS,50,5,2,20,80,2,1530,"0,00104451180"
1467,RS,50,5,2,20,80,2,3103,"0,01561999321"
1468,SAA,50,5,2,20,80,2,1628,"0,02908039093"
1469,HS,50,5,2,20,80,2,1459,"0,00598192215"
1470,RS,50,5,2,20,80,2,2876,"0,01695251465"
1471,SAA,50,5,3,10,0,1,97,"0,00099730492"
1472,HS,50,5,3,10,0,1,52,"0,00000000000"
1473,RS,50,5,3,10,0,1,52,"0,00000000000"
1474,SAA,50,5,3,10,0,1,96,"0,00000000000"
1475,HS,50,5,3,10,0,1,52,"0,00000000000"
1476,RS,50,5,3,10,0,1,52,"0,00000000000"
1477,SAA,50,5,3,10,0,1,98,"0,00000000000"
1478,HS,50,5,3,10,0,1,52,"0,00000000000"
1479,RS,50,5,3,10,0,1,52,"0,00000000000"
1480,SAA,50,5,3,10,0,1,95,"0,00000000000"
1481,HS,50,5,3,10,0,1,52,"0,00000000000"
1482,RS,50,5,3,10,0,1,52,"0,00000000000"
1483,SAA,50,5,3,10,0,1,92,"0,00000000000"
1484,HS,50,5,3,10,0,1,52,"0,00000000000"
1485,RS,50,5,3,10,0,1,52,"0,00000000000"
1486,SAA,50,5,3,10,0,1,96,"0,00000000000"
1487,HS,50,5,3,10,0,1,52,"0,00000000000"
1488,RS,50,5,3,10,0,1,52,"0,00000000000"
1489,SAA,50,5,3,10,0,1,97,"0,00000000000"
1490,HS,50,5,3,10,0,1,52,"0,00000000000"
1491,RS,50,5,3,10,0,1,52,"0,00105452538"
1492,SAA,50,5,3,10,0,1,94,"0,01561951637"
1493,HS,50,5,3,10,0,1,52,"0,00000000000"
1494,RS,50,5,3,10,0,1,52,"0,00000000000"
1495,SAA,50,5,3,10,0,1,103,"0,00000000000"
1496,HS,50,5,3,10,0,1,52,"0,00000000000"
1497,RS,50,5,3,10,0,1,52,"0,00000000000"
1498,SAA,50,5,3,10,0,1,102,"0,00000000000"
1499,HS,50,5,3,10,0,1,52,"0,00000000000"
1500,RS,50,5,3,10,0,1,52,"0,00000000000"
1501,SAA,50,5,3,10,0,2,91,"0,00000000000"
1502,HS,50,5,3,10,0,2,52,"0,00000000000"
1503,RS,50,5,3,10,0,2,52,"0,00099682808"
1504,SAA,50,5,3,10,0,2,118,"0,00099802017"
1505,HS,50,5,3,10,0,2,52,"0,00000000000"
1506,RS,50,5,3,10,0,2,52,"0,00000000000"
1507,SAA,50,5,3,10,0,2,91,"0,00099730492"
1508,HS,50,5,3,10,0,2,52,"0,00000000000"
1509,RS,50,5,3,10,0,2,52,"0,00000000000"
1510,SAA,50,5,3,10,0,2,101,"0,00199508667"
1511,HS,50,5,3,10,0,2,52,"0,00000000000"
1512,RS,50,5,3,10,0,2,52,"0,00000000000"
1513,SAA,50,5,3,10,0,2,102,"0,00099635124"
1514,HS,50,5,3,10,0,2,52,"0,00000000000"
1515,RS,50,5,3,10,0,2,52,"0,00000000000"
1516,SAA,50,5,3,10,0,2,107,"0,00000000000"
1517,HS,50,5,3,10,0,2,52,"0,01558852196"
1518,RS,50,5,3,10,0,2,52,"0,00000000000"
1519,SAA,50,5,3,10,0,2,102,"0,00000000000"
1520,HS,50,5,3,10,0,2,52,"0,00000000000"
1521,RS,50,5,3,10,0,2,52,"0,00000000000"
1522,SAA,50,5,3,10,0,2,90,"0,00000000000"
1523,HS,50,5,3,10,0,2,52,"0,00000000000"
1524,RS,50,5,3,10,0,2,52,"0,00000000000"
1525,SAA,50,5,3,10,0,2,108,"0,00000000000"
1526,HS,50,5,3,10,0,2,52,"0,00000000000"
1527,RS,50,5,3,10,0,2,52,"0,00000000000"
1528,SAA,50,5,3,10,0,2,99,"0,00000000000"
1529,HS,50,5,3,10,0,2,52,"0,00000000000"
1530,RS,50,5,3,10,0,2,52,"0,00000000000"
1531,SAA,50,5,3,10,100,1,2972,"0,01100850105"
1532,HS,50,5,3,10,100,1,2871,"0,01097178459"
1533,RS,50,5,3,10,100,1,18607,"0,18885946270"
1534,SAA,50,5,3,10,100,1,2619,"0,01562261581"
1535,HS,50,5,3,10,100,1,2516,"0,00971198082"
1536,RS,50,5,3,10,100,1,7118,"0,02378201485"
1537,SAA,50,5,3,10,100,1,2953,"0,00797843933"
1538,HS,50,5,3,10,100,1,2864,"0,01566576958"
1539,RS,50,5,3,10,100,1,16515,"0,24075484280"
1540,SAA,50,5,3,10,100,1,2947,"0,01096940041"
1541,HS,50,5,3,10,100,1,2874,"0,02598452568"
1542,RS,50,5,3,10,100,1,18846,"0,23536992070"
1543,SAA,50,5,3,10,100,1,2883,"0,01894903183"
1544,HS,50,5,3,10,100,1,2806,"0,00797700882"
1545,RS,50,5,3,10,100,1,24845,"0,20346140860"
1546,SAA,50,5,3,10,100,1,2854,"0,02293896675"
1547,HS,50,5,3,10,100,1,2757,"0,01496028900"
1548,RS,50,5,3,10,100,1,9745,"0,09674239159"
1549,SAA,50,5,3,10,100,1,2739,"0,01297402382"
1550,HS,50,5,3,10,100,1,2628,"0,01196765900"
1551,RS,50,5,3,10,100,1,12499,"0,08577060699"
1552,SAA,50,5,3,10,100,1,2854,"0,01097083092"
1553,HS,50,5,3,10,100,1,2768,"0,00997352600"
1554,RS,50,5,3,10,100,1,11345,"0,06582403183"
1555,SAA,50,5,3,10,100,1,2856,"0,01296639442"
1556,HS,50,5,3,10,100,1,2739,"0,01097249985"
1557,RS,50,5,3,10,100,1,11634,"0,09208083153"
1558,SAA,50,5,3,10,100,1,2899,"0,01894974709"
1559,HS,50,5,3,10,100,1,2801,"0,01296329498"
1560,RS,50,5,3,10,100,1,27895,"0,25631785390"
1561,SAA,50,5,3,10,100,2,2801,"0,01496005058"
1562,HS,50,5,3,10,100,2,2696,"0,01595568657"
1563,RS,50,5,3,10,100,2,23851,"0,32712721830"
1564,SAA,50,5,3,10,100,2,2862,"0,01795196533"
1565,HS,50,5,3,10,100,2,2790,"0,00797748566"
1566,RS,50,5,3,10,100,2,6436,"0,07565069199"
1567,SAA,50,5,3,10,100,2,2916,"0,01695823669"
1568,HS,50,5,3,10,100,2,2817,"0,01495909691"
1569,RS,50,5,3,10,100,2,11686,"0,08776569366"
1570,SAA,50,5,3,10,100,2,2587,"0,01196980476"
1571,HS,50,5,3,10,100,2,2497,"0,01695656776"
1572,RS,50,5,3,10,100,2,11096,"0,13094210630"
1573,SAA,50,5,3,10,100,2,2724,"0,03191328049"
1574,HS,50,5,3,10,100,2,2620,"0,01096868515"
1575,RS,50,5,3,10,100,2,10160,"0,08976006508"
1576,SAA,50,5,3,10,100,2,2867,"0,00997567177"
1577,HS,50,5,3,10,100,2,2778,"0,00997447968"
1578,RS,50,5,3,10,100,2,9751,"0,07057929039"
1579,SAA,50,5,3,10,100,2,2791,"0,00797748566"
1580,HS,50,5,3,10,100,2,2699,"0,01397681236"
1581,RS,50,5,3,10,100,2,7645,"0,04886889458"
1582,SAA,50,5,3,10,100,2,2989,"0,00801444054"
1583,HS,50,5,3,10,100,2,2898,"0,01001191139"
1584,RS,50,5,3,10,100,2,9961,"0,10172486310"
1585,SAA,50,5,3,10,100,2,2848,"0,01296520233"
1586,HS,50,5,3,10,100,2,2755,"0,00997376442"
1587,RS,50,5,3,10,100,2,15159,"0,09873342514"
1588,SAA,50,5,3,10,100,2,2730,"0,00997281075"
1589,HS,50,5,3,10,100,2,2622,"0,01495909691"
1590,RS,50,5,3,10,100,2,13705,"0,09674096107"
1591,SAA,50,5,3,10,20,1,741,"0,00797677040"
1592,HS,50,5,3,10,20,1,366,"0,00199484825"
1593,RS,50,5,3,10,20,1,366,"0,00299882889"
1594,SAA,50,5,3,10,20,1,410,"0,00698041916"
1595,HS,50,5,3,10,20,1,213,"0,00099539757"
1596,RS,50,5,3,10,20,1,332,"0,00299096107"
1597,SAA,50,5,3,10,20,1,494,"0,00698089600"
1598,HS,50,5,3,10,20,1,269,"0,00199437141"
1599,RS,50,5,3,10,20,1,379,"0,00199413300"
1600,SAA,50,5,3,10,20,1,692,"0,00598359108"
1601,HS,50,5,3,10,20,1,367,"0,00199460983"
1602,RS,50,5,3,10,20,1,532,"0,00199484825"
1603,SAA,50,5,3,10,20,1,533,"0,00299191475"
1604,HS,50,5,3,10,20,1,281,"0,00199627876"
1605,RS,50,5,3,10,20,1,284,"0,00099682808"
1606,SAA,50,5,3,10,20,1,277,"0,00201082230"
1607,HS,50,5,3,10,20,1,122,"0,00099778175"
1608,RS,50,5,3,10,20,1,192,"0,00199460983"
1609,SAA,50,5,3,10,20,1,1038,"0,00997304916"
1610,HS,50,5,3,10,20,1,627,"0,00299096107"
1611,RS,50,5,3,10,20,1,795,"0,00498676300"
1612,SAA,50,5,3,10,20,1,502,"0,00498771667"
1613,HS,50,5,3,10,20,1,277,"0,00199460983"
1614,RS,50,5,3,10,20,1,558,"0,00395417213"
1615,SAA,50,5,3,10,20,1,417,"0,00499129295"
1616,HS,50,5,3,10,20,1,185,"0,00099658966"
1617,RS,50,5,3,10,20,1,211,"0,00199604034"
1618,SAA,50,5,3,10,20,1,409,"0,00299215317"
1619,HS,50,5,3,10,20,1,186,"0,00099539757"
1620,RS,50,5,3,10,20,1,210,"0,00000000000"
1621,SAA,50,5,3,10,20,2,490,"0,00500631332"
1622,HS,50,5,3,10,20,2,261,"0,00506448746"
1623,RS,50,5,3,10,20,2,1536,"0,01007223129"
1624,SAA,50,5,3,10,20,2,670,"0,00500798225"
1625,HS,50,5,3,10,20,2,329,"0,00000000000"
1626,RS,50,5,3,10,20,2,564,"0,00499320030"
1627,SAA,50,5,3,10,20,2,450,"0,00398898125"
1628,HS,50,5,3,10,20,2,226,"0,00199437141"
1629,RS,50,5,3,10,20,2,526,"0,01447701454"
1630,SAA,50,5,3,10,20,2,453,"0,00598382950"
1631,HS,50,5,3,10,20,2,245,"0,00298905373"
1632,RS,50,5,3,10,20,2,530,"0,00498795509"
1633,SAA,50,5,3,10,20,2,660,"0,01598000526"
1634,HS,50,5,3,10,20,2,373,"0,00199460983"
1635,RS,50,5,3,10,20,2,722,"0,00299167633"
1636,SAA,50,5,3,10,20,2,611,"0,00897717476"
1637,HS,50,5,3,10,20,2,252,"0,00099802017"
1638,RS,50,5,3,10,20,2,270,"0,00299143791"
1639,SAA,50,5,3,10,20,2,627,"0,00698232651"
1640,HS,50,5,3,10,20,2,270,"0,00099849701"
1641,RS,50,5,3,10,20,2,341,"0,00299096107"
1642,SAA,50,5,3,10,20,2,450,"0,00498700142"
1643,HS,50,5,3,10,20,2,242,"0,00000000000"
1644,RS,50,5,3,10,20,2,583,"0,00500679016"
1645,SAA,50,5,3,10,20,2,423,"0,00843906403"
1646,HS,50,5,3,10,20,2,194,"0,00000000000"
1647,RS,50,5,3,10,20,2,201,"0,00512838364"
1648,SAA,50,5,3,10,20,2,692,"0,00507235527"
1649,HS,50,5,3,10,20,2,374,"0,01015877724"
1650,RS,50,5,3,10,20,2,417,"0,00199460983"
1651,SAA,50,5,3,10,40,1,570,"0,00000000000"
1652,HS,50,5,3,10,40,1,322,"0,00500822067"
1653,RS,50,5,3,10,40,1,1007,"0,00398993492"
1654,SAA,50,5,3,10,40,1,815,"0,01997160912"
1655,HS,50,5,3,10,40,1,514,"0,00299286842"
1656,RS,50,5,3,10,40,1,1434,"0,01695394516"
1657,SAA,50,5,3,10,40,1,1701,"0,01649260521"
1658,HS,50,5,3,10,40,1,1098,"0,00598335266"
1659,RS,50,5,3,10,40,1,1719,"0,02293729782"
1660,SAA,50,5,3,10,40,1,1108,"0,00997281075"
1661,HS,50,5,3,10,40,1,645,"0,00299119949"
1662,RS,50,5,3,10,40,1,1635,"0,01547384262"
1663,SAA,50,5,3,10,40,1,659,"0,00897502899"
1664,HS,50,5,3,10,40,1,431,"0,00498580933"
1665,RS,50,5,3,10,40,1,1108,"0,00698328018"
1666,SAA,50,5,3,10,40,1,1496,"0,01595830917"
1667,HS,50,5,3,10,40,1,1090,"0,00498414040"
1668,RS,50,5,3,10,40,1,7776,"0,08876204491"
1669,SAA,50,5,3,10,40,1,902,"0,01628232002"
1670,HS,50,5,3,10,40,1,603,"0,00897574425"
1671,RS,50,5,3,10,40,1,1740,"0,02593111992"
1672,SAA,50,5,3,10,40,1,1124,"0,01695466042"
1673,HS,50,5,3,10,40,1,748,"0,01296544075"
1674,RS,50,5,3,10,40,1,2481,"0,02194046974"
1675,SAA,50,5,3,10,40,1,919,"0,00698089600"
1676,HS,50,5,3,10,40,1,549,"0,00698041916"
1677,RS,50,5,3,10,40,1,685,"0,01196813583"
1678,SAA,50,5,3,10,40,1,1294,"0,01495790482"
1679,HS,50,5,3,10,40,1,877,"0,00997304916"
1680,RS,50,5,3,10,40,1,1865,"0,01795315742"
1681,SAA,50,5,3,10,40,2,1457,"0,01495957375"
1682,HS,50,5,3,10,40,2,1388,"0,02992033958"
1683,RS,50,5,3,10,40,2,3306,"0,02892279625"
1684,SAA,50,5,3,10,40,2,1086,"0,01595759392"
1685,HS,50,5,3,10,40,2,687,"0,00399065018"
1686,RS,50,5,3,10,40,2,1357,"0,01196980476"
1687,SAA,50,5,3,10,40,2,750,"0,00698184967"
1688,HS,50,5,3,10,40,2,640,"0,00598287582"
1689,RS,50,5,3,10,40,2,1950,"0,01496362686"
1690,SAA,50,5,3,10,40,2,681,"0,00299072266"
1691,HS,50,5,3,10,40,2,532,"0,00498771667"
1692,RS,50,5,3,10,40,2,1231,"0,00850248337"
1693,SAA,50,5,3,10,40,2,993,"0,01261448860"
1694,HS,50,5,3,10,40,2,697,"0,00199580193"
1695,RS,50,5,3,10,40,2,1668,"0,00697970390"
1696,SAA,50,5,3,10,40,2,1291,"0,01196742058"
1697,HS,50,5,3,10,40,2,929,"0,00991249084"
1698,RS,50,5,3,10,40,2,2221,"0,02966141701"
1699,SAA,50,5,3,10,40,2,1219,"0,00959658623"
1700,HS,50,5,3,10,40,2,692,"0,00798082352"
1701,RS,50,5,3,10,40,2,994,"0,01496028900"
1702,SAA,50,5,3,10,40,2,1558,"0,01296544075"
1703,HS,50,5,3,10,40,2,754,"0,00227499008"
1704,RS,50,5,3,10,40,2,1907,"0,01348805428"
1705,SAA,50,5,3,10,40,2,1261,"0,00598430634"
1706,HS,50,5,3,10,40,2,808,"0,00502181053"
1707,RS,50,5,3,10,40,2,3140,"0,01894760132"
1708,SAA,50,5,3,10,40,2,826,"0,00137805939"
1709,HS,50,5,3,10,40,2,551,"0,00000000000"
1710,RS,50,5,3,10,40,2,1182,"0,00504231453"
1711,SAA,50,5,3,10,60,1,986,"0,00000000000"
1712,HS,50,5,3,10,60,1,777,"0,01005673409"
1713,RS,50,5,3,10,60,1,2097,"0,00997281075"
1714,SAA,50,5,3,10,60,1,2948,"0,01492667198"
1715,HS,50,5,3,10,60,1,2177,"0,00201630592"
1716,RS,50,5,3,10,60,1,6303,"0,03991913795"
1717,SAA,50,5,3,10,60,1,1064,"0,00598216057"
1718,HS,50,5,3,10,60,1,893,"0,00000000000"
1719,RS,50,5,3,10,60,1,2856,"0,01595711708"
1720,SAA,50,5,3,10,60,1,1417,"0,00000000000"
1721,HS,50,5,3,10,60,1,998,"0,00457549095"
1722,RS,50,5,3,10,60,1,2462,"0,01582956314"
1723,SAA,50,5,3,10,60,1,1275,"0,01332712173"
1724,HS,50,5,3,10,60,1,914,"0,00601553917"
1725,RS,50,5,3,10,60,1,1862,"0,01499342918"
1726,SAA,50,5,3,10,60,1,1410,"0,00607299805"
1727,HS,50,5,3,10,60,1,1207,"0,00352120399"
1728,RS,50,5,3,10,60,1,6449,"0,04011368752"
1729,SAA,50,5,3,10,60,1,1387,"0,00626802444"
1730,HS,50,5,3,10,60,1,996,"0,00840210915"
1731,RS,50,5,3,10,60,1,2832,"0,01396250725"
1732,SAA,50,5,3,10,60,1,1547,"0,01495981216"
1733,HS,50,5,3,10,60,1,996,"0,00402188301"
1734,RS,50,5,3,10,60,1,3164,"0,01794481277"
1735,SAA,50,5,3,10,60,1,969,"0,00602054596"
1736,HS,50,5,3,10,60,1,687,"0,00299358368"
1737,RS,50,5,3,10,60,1,3761,"0,02012777328"
1738,SAA,50,5,3,10,60,1,1712,"0,01033449173"
1739,HS,50,5,3,10,60,1,1381,"0,00405597687"
1740,RS,50,5,3,10,60,1,3164,"0,02482008934"
1741,SAA,50,5,3,10,60,2,2008,"0,00997519493"
1742,HS,50,5,3,10,60,2,1636,"0,00609779358"
1743,RS,50,5,3,10,60,2,4041,"0,02013874054"
1744,SAA,50,5,3,10,60,2,1347,"0,01032614708"
1745,HS,50,5,3,10,60,2,1074,"0,00000000000"
1746,RS,50,5,3,10,60,2,4959,"0,02513456345"
1747,SAA,50,5,3,10,60,2,1347,"0,00961685181"
1748,HS,50,5,3,10,60,2,1020,"0,00000000000"
1749,RS,50,5,3,10,60,2,5561,"0,03484010696"
1750,SAA,50,5,3,10,60,2,2074,"0,01006722450"
1751,HS,50,5,3,10,60,2,1897,"0,00964379311"
1752,RS,50,5,3,10,60,2,6159,"0,02479219437"
1753,SAA,50,5,3,10,60,2,660,"0,00506687164"
1754,HS,50,5,3,10,60,2,446,"0,00500750542"
1755,RS,50,5,3,10,60,2,1026,"0,00500869751"
1756,SAA,50,5,3,10,60,2,1616,"0,01012730598"
1757,HS,50,5,3,10,60,2,1020,"0,00641775131"
1758,RS,50,5,3,10,60,2,5698,"0,02526712418"
1759,SAA,50,5,3,10,60,2,1429,"0,01473069191"
1760,HS,50,5,3,10,60,2,1121,"0,00500988960"
1761,RS,50,5,3,10,60,2,3461,"0,03003215790"
1762,SAA,50,5,3,10,60,2,2541,"0,01512551308"
1763,HS,50,5,3,10,60,2,2097,"0,01009130478"
1764,RS,50,5,3,10,60,2,9614,"0,05488133430"
1765,SAA,50,5,3,10,60,2,1987,"0,00455904007"
1766,HS,50,5,3,10,60,2,1659,"0,01012349129"
1767,RS,50,5,3,10,60,2,6153,"0,02995181084"
1768,SAA,50,5,3,10,60,2,1742,"0,00972986221"
1769,HS,50,5,3,10,60,2,1340,"0,00505614281"
1770,RS,50,5,3,10,60,2,3413,"0,02502989769"
1771,SAA,50,5,3,10,80,1,2092,"0,01506948471"
1772,HS,50,5,3,10,80,1,1836,"0,00505661964"
1773,RS,50,5,3,10,80,1,10035,"0,05004191399"
1774,SAA,50,5,3,10,80,1,2019,"0,01012921333"
1775,HS,50,5,3,10,80,1,1842,"0,00986695290"
1776,RS,50,5,3,10,80,1,8783,"0,04521989822"
1777,SAA,50,5,3,10,80,1,2814,"0,01028275490"
1778,HS,50,5,3,10,80,1,2269,"0,00506973267"
1779,RS,50,5,3,10,80,1,15166,"0,08984637260"
1780,SAA,50,5,3,10,80,1,1554,"0,01009273529"
1781,HS,50,5,3,10,80,1,1373,"0,01002740860"
1782,RS,50,5,3,10,80,1,7026,"0,07983970642"
1783,SAA,50,5,3,10,80,1,1987,"0,01961994171"
1784,HS,50,5,3,10,80,1,1740,"0,01008081436"
